Date,Close,Open,High,Low,Volume,Daily_Return,SMA_20,RSI_14,totalliabilities,totalshareholderequity,totalassets,cashandcashequivalentsatcarryingvalue,debt_to_equity,sentiment_score,target_5day_return,sentiment_3day_ma
2021-01-04,125.87,127.5,127.86,124.78,16820000.0,-0.0093999999999999,133.799,37.39411052843887,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.09676650512433471,-0.0266666666666666
2021-01-05,125.65,124.99,126.3,123.77,13730000.0,-0.0017,134.18599999999998,38.19195539625644,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.11595702347791481,-0.0266666666666666
2021-01-06,131.55,129.88,132.77,127.88,24910000.0,0.047,134.6605,58.04622764936768,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.0668947168377041,-0.0266666666666666
2021-01-07,135.87,135.69,138.19,134.92,21940000.0,0.0327999999999999,134.9955,63.80632790028762,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.03900787517479931,-0.0266666666666666
2021-01-08,136.02,135.97,136.35,134.12,12040000.0,0.0011,135.101,66.59142212189622,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.019261873253933137,-0.0266666666666666
2021-01-11,138.05,134.58,138.2,134.11,15950000.0,0.0149,135.30700000000002,70.0047460844803,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-7.243752263685899e-05,-0.0266666666666666
2021-01-12,140.22,139.44,141.66,138.83,18030000.0,0.0157,135.3835,64.43861948449097,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.030309513621451956,-0.0266666666666666
2021-01-13,140.35,138.59,140.79,138.1,14820000.0,0.0009,135.35549999999998,60.7245780156443,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.03933024581403621,-0.0266666666666666
2021-01-14,141.17,140.49,142.75,140.0,18570000.0,0.0058,135.30149999999998,55.49285176824677,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.05227739604731885,-0.0266666666666666
2021-01-15,138.64,137.43,141.65,137.01,27880000.0,-0.0179,135.3055,51.35690789473683,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.04702827466820525,-0.0266666666666666
2021-01-19,138.04,139.86,140.7,137.82,19840000.0,-0.0043,135.606,45.94281298299848,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.046798029556650134,-0.0266666666666666
2021-01-20,135.97,137.82,138.17,135.44,16030000.000000002,-0.015,135.959,42.59335248256051,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.05964551003897922,-0.0266666666666666
2021-01-21,134.83,135.69,136.16,134.32,13420000.0,-0.0084,136.44,39.63963963963969,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.03500704590966397,-0.0266666666666666
2021-01-22,133.79,132.69,134.4,132.2,12930000.0,-0.0077,137.0995,37.90820829655777,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.03826892891845435,-0.0266666666666666
2021-01-25,132.12,132.14,133.17,130.06,14210000.0,-0.0125,137.88049999999998,30.12625163256422,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,-0.018922191946715072,-0.0266666666666666
2021-01-26,131.58,132.75,133.17,131.34,11310000.0,-0.0040999999999999,138.805,24.699961285327163,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.015427876576987298,-0.0266666666666666
2021-01-27,127.86,129.59,129.85,127.35,17600000.0,-0.0283,139.889,11.790780141843967,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.05693727514468949,-0.0266666666666666
2021-01-28,130.11,129.9,132.17,128.99,13760000.0,0.0176,141.055,12.78846153846152,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.06256244716009518,-0.0266666666666666
2021-01-29,128.67,131.19,131.72,128.19,14810000.0,-0.0111,141.90800000000002,5.598898577328924,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.0723556384549624,-0.0266666666666666
2021-02-01,129.62,129.4,130.07,128.47,11080000.0,0.0074,142.9995,5.488079172289588,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.08116031476623964,-0.0266666666666666
2021-02-02,133.61,131.94,134.39,131.22,12250000.0,0.0308,144.019,6.275720164608927,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.04468228426016019,-0.0266666666666666
2021-02-03,135.14,133.65,135.75,133.51,10600000.0,0.0115,144.984,5.93385214007769,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.03344679591534705,-0.0266666666666666
2021-02-04,138.25,135.47,138.66,135.47,12420000.0,0.023,145.75500000000002,16.897081413210287,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.00737793851717905,-0.0266666666666666
2021-02-05,137.98,139.39,139.49,137.38,10050000.0,-0.002,146.388,30.25354533734415,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.02369908682417754,-0.0266666666666666
2021-02-08,140.14,138.2,140.3,138.18,10140000.0,0.0157,147.1345,28.80523731587553,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.032182103610675084,-0.0266666666666666
2021-02-09,139.58,139.43,139.98,138.54,8610000.0,-0.004,147.719,28.600738613048847,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.039547213067774534,-0.0266666666666666
2021-02-10,139.66,140.0,140.87,139.04,10320000.0,0.0006,148.4965,25.63442442074292,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.04246026063296582,-0.0266666666666666
2021-02-11,139.27,139.66,140.55,138.22,9200000.0,-0.0028,149.2295,30.634648370497445,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.06282760106268404,-0.0266666666666666
2021-02-12,141.25,139.05,141.61,139.0,8320000.0,0.0141999999999999,150.07350000000002,32.44912790697676,3105403000000.0,279354000000.0,3384757000000.0,527609000000.0,11.11637205839186,-0.0266666666666666,0.05776991150442479,-0.0266666666666666
2021-02-16,144.65,143.55,145.32,142.4,12130000.0,0.0241,150.7795,34.1883614088821,,,,,11.11637205839186,-0.0266666666666666,0.04120290356031808,-0.0266666666666666
2021-02-17,145.1,143.95,145.38,143.12,10830000.0,0.0031,151.2225,37.42056074766352,,,,,11.11637205839186,-0.0266666666666666,0.056237077877326014,-0.0266666666666666
2021-02-18,145.59,144.0,145.79,143.4,10590000.0,0.0034,151.722,33.86332882273342,,,,,11.11637205839186,-0.0266666666666666,0.038395494196030056,-0.0266666666666666
2021-02-19,148.02,145.86,148.84,145.86,11970000.0,0.0167,152.325,38.72584108804584,,,,,11.11637205839186,-0.0266666666666666,-0.005742467234157722,-0.0266666666666666
2021-02-22,149.41,146.87,150.19,146.79,11490000.0,0.0093999999999999,152.68099999999998,38.12544045102183,,,,,11.11637205839186,-0.0266666666666666,0.0072953617562412365,-0.0266666666666666
2021-02-23,150.61,151.51,152.31,149.59,16230000.0,0.008,152.759,41.487839771101584,,,,,11.11637205839186,-0.0266666666666666,-0.00398379921651959,-0.0266666666666666
2021-02-24,153.26,150.11,153.76,150.11,15060000.0,0.0176,152.7015,49.53993375046007,,,,,11.11637205839186,-0.0266666666666666,-0.0022837009004306186,-0.0266666666666666
2021-02-25,151.18,154.27,154.9,150.59,18130000.0,-0.0136,152.5695,42.669666291713554,,,,,11.11637205839186,-0.0266666666666666,-0.004101071570313586,-0.0266666666666666
2021-02-26,147.17,150.3,150.87,146.51,19830000.0,-0.0265,152.63799999999998,29.22283901665344,,,,,11.11637205839186,-0.0266666666666666,0.025412787932323155,-0.0266666666666666
2021-03-01,150.5,149.52,151.38,148.48,14850000.0,0.0226,153.034,40.491803278688565,,,,,11.11637205839186,-0.0266666666666666,0.016013289036544753,-0.0266666666666666
2021-03-02,150.01,150.08,151.78,149.84,14220000.0,-0.0033,153.143,48.29059829059828,,,,,11.11637205839186,-0.0266666666666666,0.012132524498366992,-0.0266666666666666
2021-03-03,152.91,151.23,154.98,150.82,14320000.0,0.0192999999999999,153.3665,56.46309479205693,,,,,11.11637205839186,-0.0266666666666666,0.014518344123994442,-0.0266666666666666
