Date,Close,Open,High,Low,Volume,Daily_Return,SMA_20,RSI_14,totalliabilities,totalshareholderequity,totalassets,cashandcashequivalentsatcarryingvalue,debt_to_equity,sentiment_score,target_5day_return,sentiment_3day_ma
2021-01-04,41.5,41.45,42.24,41.0,27760000.0,0.0068,46.461,32.580645161290334,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.1286746987951808,0.0625
2021-01-05,43.5,41.84,44.8,41.83,44040000.0,0.0482,46.6675,41.84445973847214,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.1006896551724139,0.0625
2021-01-06,44.61,44.41,45.1,43.7,36480000.0,0.0255,46.8635,47.3457675753228,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.0854068594485542,0.0625
2021-01-07,44.96,45.0,45.57,44.53,29530000.0,0.0078,47.0495,46.15384615384615,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.11899466192170816,0.0625
2021-01-08,45.46,45.2,45.82,44.95,28630000.0,0.0111,47.299,52.06391478029293,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.053453585569731565,0.0625
2021-01-11,46.84,45.04,47.13,44.75,38290000.0,0.0304,47.631,56.99708454810496,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.04269854824935959,0.0625
2021-01-12,47.88,47.46,48.17,46.91,36920000.0,0.0222,47.8205,58.40179238237491,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,0.034461152882205415,0.0625
2021-01-13,48.42,48.53,48.71,47.69,29000000.0,0.0113,47.9825,53.41530054644809,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,-0.006402313093762935,0.0625
2021-01-14,50.31,48.5,51.08,48.5,35470000.0,0.039,48.0535,57.24743777452418,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,-0.057245080500894496,0.0625
2021-01-15,47.89,48.91,49.08,47.29,42410000.0,-0.0481,48.064,41.99066874027992,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,-0.020672374190854104,0.0625
2021-01-19,48.84,48.45,49.44,48.35,24930000.0,0.0197999999999999,48.2715,38.4068278805121,168620000000.0,157150000000.0,332750000000.0,4364000000.0,1.0729875914731148,0.0625,-0.06081081081081097,0.0625
