Date,Close,Open,High,Low,Volume,Daily_Return,SMA_20,RSI_14
2025-07-23,228.29,228.47,228.79,227.09,28290000.0,0.0036,228.29,
2025-07-22,227.47,229.68,230.0,226.35,37480000.0,-0.008,227.88,0.0
2025-07-21,229.3,225.84,229.69,225.65,40300000.0,0.013999999999999999,228.35333333333332,69.05660377358524
2025-07-18,226.13,225.14,226.4,222.98,37830000.0,0.0101,227.7975,31.443298969072274
2025-07-17,223.88,223.32,224.5,222.51,31860000.0,0.0031,227.01399999999998,22.676579925650657
2025-07-16,223.19,225.88,226.1,222.18,39540000.0,-0.013999999999999999,226.37666666666667,20.890410958904212
2025-07-15,226.35,226.2,227.27,225.46,34910000.0,0.0029,226.37285714285713,41.86241610738257
2025-07-14,225.69,225.07,226.66,224.24,35700000.0,0.003,226.2875,39.66613672496029
2025-07-11,225.02,223.58,226.68,222.37,50520000.0,0.0124,226.14666666666665,37.660377358490635
2025-07-10,222.26,221.55,222.79,219.7,30370000.0,-0.0013,225.75799999999998,31.168019987507833
2025-07-09,222.54,221.07,224.29,220.47,38160000.0,0.014499999999999999,225.46545454545455,32.35113566605281
2025-07-08,219.36,223.91,224.0,218.43,45690000.0,-0.0184,224.95666666666668,27.067282999486437
2025-07-07,223.47,223.0,224.29,222.37,36600000.0,0.0003,224.84230769230768,39.77947413061918
2025-07-03,223.41,221.82,224.01,221.36,29630000.0,0.0159,224.74,39.67851099830796
2025-07-02,219.92,219.73,221.6,219.06,30890000.0,-0.0024,224.41866666666664,34.57427202359011
2025-07-01,220.46,219.5,221.88,217.93,39260000.0,0.0049,224.17125,36.945996275605246
2025-06-30,219.39,223.52,223.82,219.12,58890000.0,-0.0175,223.89000000000001,31.008049060942867
2025-06-27,223.3,219.92,223.3,216.74,119220000.0,0.0285,223.85722222222222,44.726052925829336
2025-06-26,217.12,213.12,218.04,212.01,50480000.0,0.0242,223.5026315789474,39.011703511053355
2025-06-25,211.99,214.62,216.03,211.11,31760000.0,-0.0037,222.927,34.09090909090912
2025-06-24,212.77,212.13,214.34,211.04,38380000.0,0.0206,222.151,29.311395490554588
2025-06-23,208.47,209.79,210.39,207.31,37310000.0,-0.0058,221.20099999999996,26.38507953922111
2025-06-20,209.69,214.68,214.89,208.27,75350000.0,-0.013300000000000001,220.2205,29.289381248311287
2025-06-18,212.52,215.09,217.96,212.34,44360000.0,-0.010700000000000001,219.54000000000002,36.86623516720609
2025-06-17,214.82,215.2,217.41,214.56,32090000.000000004,-0.0059,219.08700000000005,40.127877237851685
2025-06-16,216.1,212.31,217.06,211.6,33280000.0,0.0189,218.7325,45.61827956989246
2025-06-13,212.1,209.96,214.05,209.62,29340000.0,-0.0053,218.02000000000004,34.67241844162851
2025-06-12,213.24,211.78,213.58,211.33,27640000.0,0.0002,217.39749999999998,36.67801938695316
2025-06-11,213.2,217.41,218.4,212.89,39330000.0,-0.0203,216.8065,40.322580645161324
2025-06-10,217.61,216.78,217.69,214.15,31300000.0,0.0029,216.574,46.307333506089684
2025-06-09,216.98,214.75,217.85,212.88,38100000.0,0.016,216.296,46.84141546526869
2025-06-06,213.57,212.4,213.87,210.5,39830000.0,0.027200000000000002,216.00650000000002,37.07835325365207
2025-06-05,207.91,209.55,212.81,207.56,51980000.0,0.0033,215.2285,37.59762994882846
2025-06-04,207.23,206.55,208.18,205.18,29920000.0,0.0074,214.41949999999997,42.71725826193389
2025-06-03,205.71,207.1,208.95,205.03,33140000.0,-0.0045000000000000005,213.70899999999997,39.437462597247176
2025-06-02,206.65,204.98,207.0,202.68,29110000.0,0.008,213.0185,46.972721224218255
2025-05-30,205.01,204.84,205.99,201.7,51680000.0,-0.0034000000000000002,212.2995,42.322834645669296
2025-05-29,205.7,208.02,208.81,204.23,34700000.0,0.0048,211.41950000000003,37.96753705010584
2025-05-28,204.72,205.91,207.66,204.41,28550000.0,-0.0063,210.7995,31.310140636565563
2025-05-27,206.02,203.09,206.69,202.19,34890000.0,0.025,210.50100000000003,31.360946745562217
