Date,Close,Open,High,Low,Volume,Daily_Return,SMA_20,RSI_14
2025-05-05,252.56,251.18,255.16,250.59,5450000.0,0.0002,260.81450000000007,36.82508891044296
2025-05-02,252.51,251.26,253.62,249.46,7170000.0,0.022799999999999997,260.207,36.81318681318677
2025-05-01,246.89,242.84,248.45,242.17,8690000.0,0.009300000000000001,259.3515,30.450400663166562
2025-04-30,244.62,241.21,245.22,238.43,12990000.0,0.0,258.364,18.86457717327025
2025-04-29,244.62,242.19,245.25,241.69,7220000.0,0.0058,257.4205,19.321623258631135
2025-04-28,243.22,244.56,246.84,240.84,7390000.0,-0.0014000000000000002,256.317,11.657214870825428
2025-04-25,243.55,244.65,245.62,241.75,8590000.0,-0.0045000000000000005,255.459,12.59375
2025-04-24,244.64,239.74,245.47,237.58,9060000.0,0.015600000000000001,254.65749999999997,16.389244558258582
2025-04-23,240.88,240.22,246.79,240.0,14130000.0,0.0225,253.6495,15.817114612295285
2025-04-22,235.59,231.98,235.99,231.37,10700000.0,0.0288,252.14499999999998,14.755043227665652
2025-04-21,228.99,230.63,231.81,226.34,8720000.0,-0.0128,250.3505,14.914069327119094
2025-04-17,231.96,230.8,234.34,230.55,9560000.0,0.0102,248.57049999999998,20.861555134109977
2025-04-16,229.61,232.0,233.58,227.93,9320000.0,-0.0151,246.67650000000003,21.887436043206364
2025-04-15,233.13,236.1,238.65,232.82,10910000.0,-0.0068000000000000005,245.051,29.09751037344394
2025-04-14,234.72,237.1,239.78,233.63,13020000.0,-0.0063,243.63649999999998,25.787187839305076
2025-04-11,236.2,226.31,238.57,225.0,20280000.0,0.04,242.44400000000002,28.69088058531483
2025-04-10,227.11,230.0,230.35,220.1,18900000.0,-0.030899999999999997,241.1455,26.30570196454238
2025-04-09,234.34,212.5,237.48,211.0,24020000.0,0.0806,240.18900000000002,38.99357601713059
2025-04-08,216.87,223.52,227.84,213.25,19490000.0,0.0113,238.56300000000002,28.37774661056565
2025-04-07,214.44,205.77,222.05,202.16,22910000.0,0.019799999999999998,236.8225,27.929447852760703
2025-04-04,210.28,215.3,217.7,208.93,27170000.0,-0.0805,234.70849999999996,25.901781833985183
2025-04-03,228.69,234.27,235.14,227.3,17190000.0,-0.0697,233.5175,40.764331210191074
2025-04-02,245.82,241.6,247.24,241.46,7760000.0,0.0089,233.464,52.476935419173685
2025-04-01,243.66,242.62,245.69,240.88,8050000.000000001,-0.0067,233.416,54.177451081892535
2025-03-31,245.3,239.41,245.86,237.36,13600000.0,0.0101,233.45,58.89992360580597
2025-03-28,242.85,246.94,249.51,241.11,11980000.0,-0.0212,233.4315,55.97629239380967
2025-03-27,248.12,249.52,250.64,247.18,8020000.0,-0.0116,233.66,59.842603424439005
2025-03-26,251.03,252.6,254.67,249.78,12790000.0,-0.0004,233.9795,59.58038963819311
2025-03-25,251.13,249.31,251.82,247.62,9290000.0,0.0124,234.49200000000002,58.92526922658544
2025-03-24,248.06,245.48,248.69,244.41,9420000.0,0.026600000000000002,235.11550000000003,56.34088964927289
2025-03-21,241.63,237.81,242.3,236.5,19330000.0,0.011000000000000001,235.7475,57.99031476997578
2025-03-20,239.01,236.56,241.76,236.2,8330000.0,-0.0004,236.1,52.70724637681159
2025-03-19,239.11,235.74,242.33,234.89,10120000.0,0.0176,236.575,66.14401858304296
2025-03-18,234.97,234.32,236.17,233.52,10340000.0,0.0044,236.667,64.54171979033856
2025-03-17,233.93,231.18,235.67,230.46,9590000.0,0.0064,236.6275,67.52630798873574
2025-03-14,232.44,228.12,233.14,227.58,11960000.0,0.0322,236.4395,53.70919881305637
2025-03-13,225.19,229.3,229.5,224.23,16469999.999999998,-0.011899999999999999,236.3435,24.637324809441893
2025-03-12,227.9,234.0,234.32,227.26,16050000.0,-0.0054,236.02149999999997,30.883066472586165
2025-03-11,229.14,231.74,233.32,226.69,18140000.0,-0.013300000000000001,236.635,30.205781479666825
2025-03-10,232.22,236.21,237.51,228.7,18890000.0,-0.0415,237.52400000000003,37.177322074788925
